PartitionKey,RowKey,Timestamp,message,message@type
17809,1538775986927,2018-10-05T21:46:26.954Z,"[{""messageId"":10,""deviceId"":""rp3"",""temperature"":26.224508004030074,""humidity"":66.31137793840274}]",Edm.String
17809,1538775990004,2018-10-05T21:46:30.024Z,"[{""messageId"":12,""deviceId"":""rp1"",""temperature"":25.66670859636283,""humidity"":66.91488654861126}]",Edm.String
17809,1538775991897,2018-10-05T21:46:31.923Z,"[{""messageId"":11,""deviceId"":""rp3"",""temperature"":31.871153863385253,""humidity"":60.53896589829273}]",Edm.String
17809,1538775994974,2018-10-05T21:46:34.998Z,"[{""messageId"":13,""deviceId"":""rp1"",""temperature"":20.568051279754716,""humidity"":60.43233625428777}]",Edm.String
17809,1538775997015,2018-10-05T21:46:37.049Z,"[{""messageId"":12,""deviceId"":""rp3"",""temperature"":24.5309218712976,""humidity"":78.78756713602118}]",Edm.String
17809,1538775999920,2018-10-05T21:46:39.956Z,"[{""messageId"":14,""deviceId"":""rp1"",""temperature"":27.953084174234085,""humidity"":70.24358100698161}]",Edm.String
17809,1538776001975,2018-10-05T21:46:41.997Z,"[{""messageId"":13,""deviceId"":""rp3"",""temperature"":25.134991590235778,""humidity"":60.693598152460204}]",Edm.String
17809,1538776005036,2018-10-05T21:46:45.062Z,"[{""messageId"":15,""deviceId"":""rp1"",""temperature"":28.30417509878404,""humidity"":68.35116646653657}]",Edm.String
17809,1538776006993,2018-10-05T21:46:47.016Z,"[{""messageId"":14,""deviceId"":""rp3"",""temperature"":28.516592949591708,""humidity"":67.86852714257786}]",Edm.String
17809,1538776009840,2018-10-05T21:46:49.868Z,"[{""messageId"":16,""deviceId"":""rp1"",""temperature"":30.349848792945416,""humidity"":65.29258957923264}]",Edm.String
17809,1538776011900,2018-10-05T21:46:51.930Z,"[{""messageId"":15,""deviceId"":""rp3"",""temperature"":22.909574565785682,""humidity"":64.3648500747008}]",Edm.String
17809,1538776014841,2018-10-05T21:46:54.863Z,"[{""messageId"":17,""deviceId"":""rp1"",""temperature"":29.881245723642458,""humidity"":61.465284173757965}]",Edm.String
17809,1538776016897,2018-10-05T21:46:56.917Z,"[{""messageId"":16,""deviceId"":""rp3"",""temperature"":31.707453604106753,""humidity"":69.77260363728398}]",Edm.String
17809,1538776019974,2018-10-05T21:47:00.001Z,"[{""messageId"":18,""deviceId"":""rp1"",""temperature"":26.594195156121593,""humidity"":71.30367555951133}]",Edm.String
17809,1538776024897,2018-10-05T21:47:04.925Z,"[{""messageId"":19,""deviceId"":""rp1"",""temperature"":23.232134556890614,""humidity"":65.06249080121405}]",Edm.String
17809,1538776026339,2018-10-05T21:47:06.361Z,"[{""messageId"":1,""deviceId"":""rp2"",""temperature"":24.374449595084435,""humidity"":63.51562214915602}]",Edm.String
17809,1538776029883,2018-10-05T21:47:09.906Z,"[{""messageId"":20,""deviceId"":""rp1"",""temperature"":25.580500924875725,""humidity"":78.93395510799249}]",Edm.String
17809,1538776031515,2018-10-05T21:47:11.547Z,"[{""messageId"":2,""deviceId"":""rp2"",""temperature"":23.314134226663565,""humidity"":77.97093698771548}]",Edm.String
17809,1538776034828,2018-10-05T21:47:14.859Z,"[{""messageId"":21,""deviceId"":""rp1"",""temperature"":23.11347656770499,""humidity"":77.06167052290617}]",Edm.String
17809,1538776036484,2018-10-05T21:47:16.511Z,"[{""messageId"":3,""deviceId"":""rp2"",""temperature"":26.077726614221774,""humidity"":70.97443742399105}]",Edm.String
17809,1538776039953,2018-10-05T21:47:19.981Z,"[{""messageId"":22,""deviceId"":""rp1"",""temperature"":31.476815691311216,""humidity"":66.17771407424027}]",Edm.String
17809,1538776041453,2018-10-05T21:47:21.492Z,"[{""messageId"":4,""deviceId"":""rp2"",""temperature"":20.888163546125494,""humidity"":74.08773472116373}]",Edm.String
17809,1538776044953,2018-10-05T21:47:24.976Z,"[{""messageId"":23,""deviceId"":""rp1"",""temperature"":24.293231290311596,""humidity"":75.69391063089878}]",Edm.String
17809,1538776046380,2018-10-05T21:47:26.401Z,"[{""messageId"":5,""deviceId"":""rp2"",""temperature"":30.962625208571104,""humidity"":67.6209890454795}]",Edm.String
17809,1538776049906,2018-10-05T21:47:29.930Z,"[{""messageId"":24,""deviceId"":""rp1"",""temperature"":22.230967578315855,""humidity"":65.56342766140759}]",Edm.String
17809,1538776051321,2018-10-05T21:47:31.358Z,"[{""messageId"":6,""deviceId"":""rp2"",""temperature"":30.731145496639318,""humidity"":64.34100657566758}]",Edm.String
17809,1538776055014,2018-10-05T21:47:35.035Z,"[{""messageId"":25,""deviceId"":""rp1"",""temperature"":31.844236541256727,""humidity"":77.98644964846102}]",Edm.String
17809,1538776056486,2018-10-05T21:47:36.511Z,"[{""messageId"":7,""deviceId"":""rp2"",""temperature"":25.86862433359086,""humidity"":65.61159666850388}]",Edm.String
17809,1538776059951,2018-10-05T21:47:39.973Z,"[{""messageId"":26,""deviceId"":""rp1"",""temperature"":21.191967431891875,""humidity"":73.71402990431845}]",Edm.String
17809,1538776061383,2018-10-05T21:47:41.412Z,"[{""messageId"":8,""deviceId"":""rp2"",""temperature"":21.729168521365338,""humidity"":63.581159811323985}]",Edm.String
17809,1538776065122,2018-10-05T21:47:45.144Z,"[{""messageId"":27,""deviceId"":""rp1"",""temperature"":27.682539726795167,""humidity"":72.10747000559068}]",Edm.String
17809,1538776066352,2018-10-05T21:47:46.373Z,"[{""messageId"":9,""deviceId"":""rp2"",""temperature"":31.423769669858594,""humidity"":60.30246258335309}]",Edm.String
17809,1538776070018,2018-10-05T21:47:50.046Z,"[{""messageId"":28,""deviceId"":""rp1"",""temperature"":25.214474981153963,""humidity"":76.08352222781785}]",Edm.String
17809,1538776071490,2018-10-05T21:47:51.516Z,"[{""messageId"":10,""deviceId"":""rp2"",""temperature"":22.3133734300141,""humidity"":69.8794644754791}]",Edm.String
17809,1538776074967,2018-10-05T21:47:55.001Z,"[{""messageId"":29,""deviceId"":""rp1"",""temperature"":25.84403505245391,""humidity"":60.6014327616201}]",Edm.String
17809,1538776076425,2018-10-05T21:47:56.449Z,"[{""messageId"":11,""deviceId"":""rp2"",""temperature"":22.598885601077903,""humidity"":60.53802271619265}]",Edm.String
17809,1538776079951,2018-10-05T21:47:59.971Z,"[{""messageId"":30,""deviceId"":""rp1"",""temperature"":26.524440969863846,""humidity"":78.18005020399707}]",Edm.String
17809,1538776081394,2018-10-05T21:48:01.415Z,"[{""messageId"":12,""deviceId"":""rp2"",""temperature"":31.321190870869216,""humidity"":78.63639355794069}]",Edm.String
17809,1538776084865,2018-10-05T21:48:04.890Z,"[{""messageId"":31,""deviceId"":""rp1"",""temperature"":28.474496840890907,""humidity"":66.85313040065584}]",Edm.String
17809,1538776086349,2018-10-05T21:48:06.374Z,"[{""messageId"":13,""deviceId"":""rp2"",""temperature"":22.75922208935362,""humidity"":71.90660445566495}]",Edm.String
17809,1538776090035,2018-10-05T21:48:10.057Z,"[{""messageId"":32,""deviceId"":""rp1"",""temperature"":20.855656373954012,""humidity"":79.40612204338095}]",Edm.String
17809,1538776091606,2018-10-05T21:48:11.627Z,"[{""messageId"":14,""deviceId"":""rp2"",""temperature"":31.277675440866425,""humidity"":71.0048513439665}]",Edm.String
17809,1538776094880,2018-10-05T21:48:14.902Z,"[{""messageId"":33,""deviceId"":""rp1"",""temperature"":21.931344319325664,""humidity"":71.7563447341229}]",Edm.String
17809,1538776096342,2018-10-05T21:48:16.363Z,"[{""messageId"":15,""deviceId"":""rp2"",""temperature"":20.779758835036564,""humidity"":69.37628275735642}]",Edm.String
17809,1538776100044,2018-10-05T21:48:20.098Z,"[{""messageId"":34,""deviceId"":""rp1"",""temperature"":31.2751535313038,""humidity"":73.3070840876335}]",Edm.String
17809,1538776101475,2018-10-05T21:48:21.504Z,"[{""messageId"":16,""deviceId"":""rp2"",""temperature"":25.54978642612614,""humidity"":73.78443494388841}]",Edm.String
17809,1538776105001,2018-10-05T21:48:25.032Z,"[{""messageId"":35,""deviceId"":""rp1"",""temperature"":23.100818395006023,""humidity"":70.87037816331477}]",Edm.String
17809,1538776106428,2018-10-05T21:48:26.453Z,"[{""messageId"":17,""deviceId"":""rp2"",""temperature"":29.79794805965311,""humidity"":68.99984587392683}]",Edm.String
17809,1538776110100,2018-10-05T21:48:30.123Z,"[{""messageId"":36,""deviceId"":""rp1"",""temperature"":21.289615584286594,""humidity"":61.747353533981844}]",Edm.String
17809,1538776111357,2018-10-05T21:48:31.390Z,"[{""messageId"":18,""deviceId"":""rp2"",""temperature"":30.92770425407966,""humidity"":68.58016011360436}]",Edm.String
17809,1538776114849,2018-10-05T21:48:34.880Z,"[{""messageId"":37,""deviceId"":""rp1"",""temperature"":27.860975552353487,""humidity"":77.81925444276519}]",Edm.String
17809,1538776116490,2018-10-05T21:48:36.520Z,"[{""messageId"":19,""deviceId"":""rp2"",""temperature"":29.566484953906716,""humidity"":64.79687359345485}]",Edm.String
17809,1538776120008,2018-10-05T21:48:40.033Z,"[{""messageId"":38,""deviceId"":""rp1"",""temperature"":27.747880587327035,""humidity"":61.1572096296694}]",Edm.String
17809,1538776121457,2018-10-05T21:48:41.488Z,"[{""messageId"":20,""deviceId"":""rp2"",""temperature"":25.609357619900592,""humidity"":79.4322977638297}]",Edm.String
17809,1538776124920,2018-10-05T21:48:44.949Z,"[{""messageId"":39,""deviceId"":""rp1"",""temperature"":22.456352830005727,""humidity"":60.117931468938785}]",Edm.String
17809,1538776126423,2018-10-05T21:48:46.446Z,"[{""messageId"":21,""deviceId"":""rp2"",""temperature"":21.028769316001394,""humidity"":61.25414360007417}]",Edm.String
17809,1538776129875,2018-10-05T21:48:49.924Z,"[{""messageId"":40,""deviceId"":""rp1"",""temperature"":31.951265796056767,""humidity"":79.13633860088284}]",Edm.String
17809,1538776131531,2018-10-05T21:48:51.554Z,"[{""messageId"":22,""deviceId"":""rp2"",""temperature"":29.86903174788037,""humidity"":71.06606810548587}]",Edm.String
17809,1538776135028,2018-10-05T21:48:55.055Z,"[{""messageId"":41,""deviceId"":""rp1"",""temperature"":31.20979748641102,""humidity"":63.62099289442301}]",Edm.String
17809,1538776136507,2018-10-05T21:48:56.538Z,"[{""messageId"":23,""deviceId"":""rp2"",""temperature"":23.635063466707766,""humidity"":78.90535833612586}]",Edm.String
17809,1538776139981,2018-10-05T21:49:00.007Z,"[{""messageId"":42,""deviceId"":""rp1"",""temperature"":25.83290083128053,""humidity"":60.62622329127}]",Edm.String
17809,1538776141849,2018-10-05T21:49:01.882Z,"[{""messageId"":24,""deviceId"":""rp2"",""temperature"":30.02118230111343,""humidity"":79.14921808913007}]",Edm.String
17809,1538776144989,2018-10-05T21:49:05.010Z,"[{""messageId"":43,""deviceId"":""rp1"",""temperature"":27.37345851285191,""humidity"":69.32892659212969}]",Edm.String
17809,1538776147035,2018-10-05T21:49:07.066Z,"[{""messageId"":25,""deviceId"":""rp2"",""temperature"":26.565600165030546,""humidity"":63.62696038717008}]",Edm.String
17809,1538776150132,2018-10-05T21:49:10.165Z,"[{""messageId"":44,""deviceId"":""rp1"",""temperature"":24.260304249025722,""humidity"":63.45146437990824}]",Edm.String
17809,1538776152015,2018-10-05T21:49:12.050Z,"[{""messageId"":26,""deviceId"":""rp2"",""temperature"":25.254543224594027,""humidity"":66.9791872939802}]",Edm.String
17809,1538776154873,2018-10-05T21:49:14.903Z,"[{""messageId"":45,""deviceId"":""rp1"",""temperature"":21.011622490152465,""humidity"":65.34914001920525}]",Edm.String
17809,1538776156975,2018-10-05T21:49:16.997Z,"[{""messageId"":27,""deviceId"":""rp2"",""temperature"":22.390642018711723,""humidity"":79.31157207189912}]",Edm.String
17809,1538776160042,2018-10-05T21:49:20.067Z,"[{""messageId"":46,""deviceId"":""rp1"",""temperature"":26.729581485233638,""humidity"":63.19597033977218}]",Edm.String
17809,1538776163150,2018-10-05T21:49:23.173Z,"[{""messageId"":1,""deviceId"":""rp3"",""temperature"":29.63949324199349,""humidity"":67.04747278955156}]",Edm.String
17809,1538776164582,2018-10-05T21:49:24.614Z,"[{""messageId"":47,""deviceId"":""rp1"",""temperature"":25.895258193300688,""humidity"":68.08974840237325}]",Edm.String
17809,1538776168059,2018-10-05T21:49:28.085Z,"[{""messageId"":2,""deviceId"":""rp3"",""temperature"":25.001409683457226,""humidity"":66.29713905245262}]",Edm.String
17809,1538776169547,2018-10-05T21:49:29.578Z,"[{""messageId"":48,""deviceId"":""rp1"",""temperature"":30.995923824005345,""humidity"":77.863095830795}]",Edm.String
17809,1538776172214,2018-10-05T21:49:32.236Z,"[{""messageId"":3,""deviceId"":""rp3"",""temperature"":23.582453089841458,""humidity"":74.24244094991586}]",Edm.String
17809,1538776174874,2018-10-05T21:49:34.908Z,"[{""messageId"":49,""deviceId"":""rp1"",""temperature"":29.55740468715615,""humidity"":62.12632741709423}]",Edm.String
17809,1538776177968,2018-10-05T21:49:37.994Z,"[{""messageId"":4,""deviceId"":""rp3"",""temperature"":23.263031783472066,""humidity"":76.04882457791531}]",Edm.String
17809,1538776180012,2018-10-05T21:49:40.046Z,"[{""messageId"":50,""deviceId"":""rp1"",""temperature"":28.34130093882344,""humidity"":60.02029254201838}]",Edm.String
17809,1538776182896,2018-10-05T21:49:42.932Z,"[{""messageId"":5,""deviceId"":""rp3"",""temperature"":20.399281004252547,""humidity"":66.25254428184275}]",Edm.String
17809,1538776184946,2018-10-05T21:49:44.997Z,"[{""messageId"":51,""deviceId"":""rp1"",""temperature"":28.830861900921697,""humidity"":75.48909572346496}]",Edm.String
17809,1538776190052,2018-10-05T21:49:50.088Z,"[{""messageId"":52,""deviceId"":""rp1"",""temperature"":22.30631798479795,""humidity"":69.73431686926122}]",Edm.String
17809,1538776194991,2018-10-05T21:49:55.016Z,"[{""messageId"":53,""deviceId"":""rp1"",""temperature"":30.180633318976685,""humidity"":74.05194328719226}]",Edm.String
17809,1538776199897,2018-10-05T21:49:59.920Z,"[{""messageId"":54,""deviceId"":""rp1"",""temperature"":23.05860455014391,""humidity"":67.12147556781161}]",Edm.String
17809,1538776204832,2018-10-05T21:50:04.866Z,"[{""messageId"":55,""deviceId"":""rp1"",""temperature"":29.413522880667628,""humidity"":74.75201798953651}]",Edm.String
17809,1538776205868,2018-10-05T21:50:05.891Z,"[{""messageId"":1,""deviceId"":""rp2"",""temperature"":24.74507613395607,""humidity"":78.32516818030376}]",Edm.String
17809,1538776209564,2018-10-05T21:50:09.598Z,"[{""messageId"":56,""deviceId"":""rp1"",""temperature"":21.608592798852627,""humidity"":77.69298205576547}]",Edm.String
17809,1538776210401,2018-10-05T21:50:10.423Z,"[{""messageId"":2,""deviceId"":""rp2"",""temperature"":23.824300939706603,""humidity"":66.33142310444919}]",Edm.String
17809,1538776214930,2018-10-05T21:50:14.952Z,"[{""messageId"":57,""deviceId"":""rp1"",""temperature"":21.106476187109312,""humidity"":60.833512692846725}]",Edm.String
17809,1538776215382,2018-10-05T21:50:15.412Z,"[{""messageId"":3,""deviceId"":""rp2"",""temperature"":24.124216256295007,""humidity"":72.47920950102478}]",Edm.String
17809,1538776219857,2018-10-05T21:50:19.898Z,"[{""messageId"":58,""deviceId"":""rp1"",""temperature"":30.246428716194963,""humidity"":79.93951770916055}]",Edm.String
17809,1538776220902,2018-10-05T21:50:20.926Z,"[{""messageId"":4,""deviceId"":""rp2"",""temperature"":26.829009000818427,""humidity"":72.49275646506406}]",Edm.String
17809,1538776225007,2018-10-05T21:50:25.037Z,"[{""messageId"":59,""deviceId"":""rp1"",""temperature"":31.181141237590115,""humidity"":61.44617143315695}]",Edm.String
17809,1538776226054,2018-10-05T21:50:26.074Z,"[{""messageId"":5,""deviceId"":""rp2"",""temperature"":31.761140194653,""humidity"":66.67365351263744}]",Edm.String
17809,1538776230013,2018-10-05T21:50:30.035Z,"[{""messageId"":60,""deviceId"":""rp1"",""temperature"":23.937263865267788,""humidity"":62.98764998867459}]",Edm.String
17809,1538776231066,2018-10-05T21:50:31.092Z,"[{""messageId"":6,""deviceId"":""rp2"",""temperature"":26.606172172628327,""humidity"":75.20064842489063}]",Edm.String
17809,1538776234942,2018-10-05T21:50:34.967Z,"[{""messageId"":61,""deviceId"":""rp1"",""temperature"":29.298250381675732,""humidity"":74.28210515143962}]",Edm.String
17809,1538776236006,2018-10-05T21:50:36.039Z,"[{""messageId"":7,""deviceId"":""rp2"",""temperature"":20.19976893224512,""humidity"":72.3591786826293}]",Edm.String
17809,1538776239486,2018-10-05T21:50:39.520Z,"[{""messageId"":62,""deviceId"":""rp1"",""temperature"":31.05081684395749,""humidity"":70.85376051471623}]",Edm.String
17809,1538776240935,2018-10-05T21:50:40.965Z,"[{""messageId"":8,""deviceId"":""rp2"",""temperature"":23.604025144775783,""humidity"":64.25005875744749}]",Edm.String
17809,1538776245077,2018-10-05T21:50:45.113Z,"[{""messageId"":63,""deviceId"":""rp1"",""temperature"":20.739257869582513,""humidity"":78.72127127277003}]",Edm.String
17809,1538776245502,2018-10-05T21:50:45.528Z,"[{""messageId"":9,""deviceId"":""rp2"",""temperature"":28.499020468349094,""humidity"":78.00438224007044}]",Edm.String
17809,1538776249983,2018-10-05T21:50:50.014Z,"[{""messageId"":64,""deviceId"":""rp1"",""temperature"":23.63520553275917,""humidity"":71.73393267793848}]",Edm.String
17809,1538776250639,2018-10-05T21:50:50.718Z,"[{""messageId"":10,""deviceId"":""rp2"",""temperature"":21.694738483314282,""humidity"":74.36255530798465}]",Edm.String
17809,1538776254933,2018-10-05T21:50:54.970Z,"[{""messageId"":65,""deviceId"":""rp1"",""temperature"":21.320789190212768,""humidity"":79.00480203588627}]",Edm.String
17809,1538776255554,2018-10-05T21:50:55.591Z,"[{""messageId"":11,""deviceId"":""rp2"",""temperature"":28.348751570283312,""humidity"":75.91028734870982}]",Edm.String
17809,1538776259898,2018-10-05T21:50:59.923Z,"[{""messageId"":66,""deviceId"":""rp1"",""temperature"":20.31844444659125,""humidity"":65.34510022530203}]",Edm.String
17809,1538776260527,2018-10-05T21:51:00.547Z,"[{""messageId"":12,""deviceId"":""rp2"",""temperature"":23.727544143569773,""humidity"":79.85524540336623}]",Edm.String
17809,1538776265027,2018-10-05T21:51:05.049Z,"[{""messageId"":67,""deviceId"":""rp1"",""temperature"":20.797694200133154,""humidity"":65.69156449314583}]",Edm.String
17809,1538776265464,2018-10-05T21:51:05.501Z,"[{""messageId"":13,""deviceId"":""rp2"",""temperature"":30.42240314711855,""humidity"":62.740868395884334}]",Edm.String
17809,1538776270363,2018-10-05T21:51:10.390Z,"[{""messageId"":68,""deviceId"":""rp1"",""temperature"":22.9346925484455,""humidity"":78.22697914707187}]",Edm.String
17809,1538776270410,2018-10-05T21:51:10.437Z,"[{""messageId"":14,""deviceId"":""rp2"",""temperature"":23.707843400713585,""humidity"":63.825557120892604}]",Edm.String
17809,1538776274896,2018-10-05T21:51:14.927Z,"[{""messageId"":69,""deviceId"":""rp1"",""temperature"":30.478658951576488,""humidity"":79.02314735096121}]",Edm.String
17809,1538776275938,2018-10-05T21:51:15.961Z,"[{""messageId"":15,""deviceId"":""rp2"",""temperature"":27.10025585290602,""humidity"":72.7124704039049}]",Edm.String
17809,1538776280497,2018-10-05T21:51:20.520Z,"[{""messageId"":70,""deviceId"":""rp1"",""temperature"":23.3917864127935,""humidity"":74.71205246938429}]",Edm.String
17809,1538776281315,2018-10-05T21:51:21.345Z,"[{""messageId"":16,""deviceId"":""rp2"",""temperature"":21.622897078559685,""humidity"":70.03712192112866}]",Edm.String
17809,1538776285016,2018-10-05T21:51:25.050Z,"[{""messageId"":71,""deviceId"":""rp1"",""temperature"":21.505577356459263,""humidity"":77.64289970494268}]",Edm.String
17809,1538776286049,2018-10-05T21:51:26.085Z,"[{""messageId"":17,""deviceId"":""rp2"",""temperature"":28.137840650982593,""humidity"":73.4376694983683}]",Edm.String
17809,1538776289934,2018-10-05T21:51:29.964Z,"[{""messageId"":72,""deviceId"":""rp1"",""temperature"":25.382151561262212,""humidity"":74.90272701545419}]",Edm.String
17809,1538776291004,2018-10-05T21:51:31.029Z,"[{""messageId"":18,""deviceId"":""rp2"",""temperature"":27.659604600533942,""humidity"":78.54945873329636}]",Edm.String
17809,1538776294873,2018-10-05T21:51:34.905Z,"[{""messageId"":73,""deviceId"":""rp1"",""temperature"":21.000040927169977,""humidity"":67.901727379956}]",Edm.String
17809,1538776296304,2018-10-05T21:51:36.341Z,"[{""messageId"":19,""deviceId"":""rp2"",""temperature"":26.233171182484433,""humidity"":69.84763649966786}]",Edm.String
17809,1538776299412,2018-10-05T21:51:39.439Z,"[{""messageId"":74,""deviceId"":""rp1"",""temperature"":21.662488363450695,""humidity"":78.08612423759442}]",Edm.String
17809,1538776301055,2018-10-05T21:51:41.078Z,"[{""messageId"":20,""deviceId"":""rp2"",""temperature"":21.229141491956135,""humidity"":76.80335766723374}]",Edm.String
17809,1538776304930,2018-10-05T21:51:44.957Z,"[{""messageId"":75,""deviceId"":""rp1"",""temperature"":31.229023581905057,""humidity"":65.29112640741134}]",Edm.String
17809,1538776306004,2018-10-05T21:51:46.031Z,"[{""messageId"":21,""deviceId"":""rp2"",""temperature"":25.210934730274523,""humidity"":76.50324450017115}]",Edm.String
17809,1538776309890,2018-10-05T21:51:49.914Z,"[{""messageId"":76,""deviceId"":""rp1"",""temperature"":20.298811202273686,""humidity"":60.661862936458974}]",Edm.String
17809,1538776310519,2018-10-05T21:51:50.542Z,"[{""messageId"":22,""deviceId"":""rp2"",""temperature"":27.913762017285716,""humidity"":79.27859282406217}]",Edm.String
17809,1538776314887,2018-10-05T21:51:54.909Z,"[{""messageId"":77,""deviceId"":""rp1"",""temperature"":27.58463274412142,""humidity"":79.25529140174474}]",Edm.String
17809,1538776315908,2018-10-05T21:51:55.930Z,"[{""messageId"":23,""deviceId"":""rp2"",""temperature"":25.100693454513742,""humidity"":68.30047618190599}]",Edm.String
17809,1538776320018,2018-10-05T21:52:00.046Z,"[{""messageId"":78,""deviceId"":""rp1"",""temperature"":23.150273230245265,""humidity"":71.16420548806803}]",Edm.String
17809,1538776320857,2018-10-05T21:52:00.883Z,"[{""messageId"":24,""deviceId"":""rp2"",""temperature"":29.207258393928885,""humidity"":72.2922207443317}]",Edm.String
17809,1538776324936,2018-10-05T21:52:04.974Z,"[{""messageId"":79,""deviceId"":""rp1"",""temperature"":28.73950269246425,""humidity"":77.77949011672588}]",Edm.String
17809,1538776325996,2018-10-05T21:52:06.029Z,"[{""messageId"":25,""deviceId"":""rp2"",""temperature"":31.416462102089405,""humidity"":70.12769097611512}]",Edm.String
17809,1538776329878,2018-10-05T21:52:09.914Z,"[{""messageId"":80,""deviceId"":""rp1"",""temperature"":21.002159369645863,""humidity"":72.99521187413019}]",Edm.String
17809,1538776330918,2018-10-05T21:52:10.947Z,"[{""messageId"":26,""deviceId"":""rp2"",""temperature"":31.830215296489058,""humidity"":60.709968531113454}]",Edm.String
17809,1538776334863,2018-10-05T21:52:14.886Z,"[{""messageId"":81,""deviceId"":""rp1"",""temperature"":24.139981317097224,""humidity"":69.3869100376744}]",Edm.String
17809,1538776335895,2018-10-05T21:52:15.930Z,"[{""messageId"":27,""deviceId"":""rp2"",""temperature"":22.91884126923458,""humidity"":67.82930173939704}]",Edm.String
17809,1538776340015,2018-10-05T21:52:20.056Z,"[{""messageId"":82,""deviceId"":""rp1"",""temperature"":20.975653752604142,""humidity"":71.27499953010155}]",Edm.String
17809,1538776340885,2018-10-05T21:52:20.916Z,"[{""messageId"":28,""deviceId"":""rp2"",""temperature"":22.806272905661892,""humidity"":68.98315156199945}]",Edm.String
17809,1538776344980,2018-10-05T21:52:25.005Z,"[{""messageId"":83,""deviceId"":""rp1"",""temperature"":30.531460076395852,""humidity"":65.56742067431425}]",Edm.String
17809,1538776346013,2018-10-05T21:52:26.061Z,"[{""messageId"":29,""deviceId"":""rp2"",""temperature"":31.410877402091508,""humidity"":76.40647910459444}]",Edm.String
17809,1538776349919,2018-10-05T21:52:29.950Z,"[{""messageId"":84,""deviceId"":""rp1"",""temperature"":23.578101424034816,""humidity"":64.68282657926598}]",Edm.String
17809,1538776350963,2018-10-05T21:52:30.988Z,"[{""messageId"":30,""deviceId"":""rp2"",""temperature"":28.059366920174366,""humidity"":63.86387636578201}]",Edm.String
17809,1538776355052,2018-10-05T21:52:35.118Z,"[{""messageId"":85,""deviceId"":""rp1"",""temperature"":22.34261680755219,""humidity"":77.56911139746973}]",Edm.String
17809,1538776356152,2018-10-05T21:52:36.186Z,"[{""messageId"":31,""deviceId"":""rp2"",""temperature"":31.00800439699006,""humidity"":70.35293090239088}]",Edm.String
17809,1538776360054,2018-10-05T21:52:40.088Z,"[{""messageId"":86,""deviceId"":""rp1"",""temperature"":21.232153490046727,""humidity"":77.76737447201161}]",Edm.String
17809,1538776361070,2018-10-05T21:52:41.107Z,"[{""messageId"":32,""deviceId"":""rp2"",""temperature"":24.129882340508548,""humidity"":62.31111207072874}]",Edm.String
17809,1538776364996,2018-10-05T21:52:45.028Z,"[{""messageId"":87,""deviceId"":""rp1"",""temperature"":31.851320285538762,""humidity"":68.79883981787438}]",Edm.String
17809,1538776366029,2018-10-05T21:52:46.062Z,"[{""messageId"":33,""deviceId"":""rp2"",""temperature"":22.646628843719515,""humidity"":74.92570054957123}]",Edm.String
17809,1538776370141,2018-10-05T21:52:50.165Z,"[{""messageId"":88,""deviceId"":""rp1"",""temperature"":31.541714957968328,""humidity"":70.89862323428832}]",Edm.String
